,ID,Year,State,region,domestic,commercial,industrial_low_volt,industrial_high_volt,public_lighting,traction,agriculture,public_water_works,miscellaneous,total_energy_sold
194,816,2019-20,West Bengal,ER,17028.101949,6671.224310556,2316.321818892,20603.086042464,770.228422,1868.618569,1398.75,1007.230622,2719.530392,54383.092125911
195,807,2019-20,Telangana,SR,12382.381484819,6187.4504895141,1193.4458749824,15289.507934589,340.88618184389,785.660563,20820.535047496,867.88158066046,4275.7040861694,62143.453243074
196,808,2019-20,Karnataka,SR,13853.00604644,6861.97405327,1921.70133472,22347.466283570,1128.06840841,138.610131,21823.067443249,3932.42234435,1132.9186127133,73139.234657722
197,825,2019-20,Tripura,NER,531.074946,71.828906,17.232297056389,22.884885583800,48.089756970403,0,34.378810209367,66.481745922013,122.24830377976,914.21965152173
198,824,2019-20,Nagaland,NER,388.0386,99.5112,68.4114,0,15.1674,0,0,10.584744,111.00558,692.718924
199,823,2019-20,Mizoram,NER,288.912712,48.281923,1.658115,9.25587,2.114516,0,0.141906,64.290471,71.742065,486.397578
200,822,2019-20,Meghalaya,NER,465.18735668,99.193606119999,5.8414201399999,626.6631098,0.11894,0,0.314628,41.85912368,102.56537875,1341.74356317
201,821,2019-20,Manipur,NER,388.0834,68.1242,21.4858,9.3111999999999,10.1867,0,2.1836,21.8154,109.9731,631.1634
202,820,2019-20,Assam,NER,3652,1078,113.79952371961,2798.9932682803,14,0,37,77,586,8356.792792
203,818,2019-20,A & N Islands,ER,143.164398,70.449381,12.815691,0,6.731452,0,1.116108,0,34.227655,268.504685
204,817,2019-20,Sikkim,ER,107.94,42.05,1.85,226.64,0.34,0,0,0,32.53,411.35
205,801,2019-20,Madhya Pradesh,WR,14959.688880617,3254.3193952688,1342.3530838358,26138.6321,403.71196581685,2213.61,23016.937105650,1640.8322999164,1653.8619466586,74623.946777764
206,815,2019-20,Odisha,ER,7522.8081729999,2309.1836184,376.670913,58822.841833399,229.456981,1473.55,579.15405500000,327.031357,859.385868,72500.082798799
207,809,2019-20,Kerala,SR,11966.647727,5166.9632400567,1165.4200836417,4534.5430622804,369.38239057999,323.667361,360.473509,0.26408,664.65234700000,24552.013800558
208,810,2019-20,Tamil Nadu,SR,29140.33647876,10942.37174708,9622.8615206099,33920.696963602,1151.86682097,971.71,13828.26,1151.86682097,2854.3646779899,103584.33502998
209,811,2019-20,Puducherry,SR,810.59,219.86,183.69,1589.19983387,23.41,0,55.32,0,24.31,2906.37983387
210,812,2019-20,Lakshadweep,SR,35.58822,11.531695,0.356027,0,0.805679,0,0,0,0.142593,48.424214
211,813,2019-20,Bihar,ER,13497.499541956,2126.5273066168,654.09372800000,3158.46567598,106.212247021,1442.74,932.94389012000,130.989231,1127.52847,23177.000090693
212,819,2019-20,Arunachal Pradesh,NER,167.37637887,51.52861632,4.4222456972519,117.66622609993,10.22047987,0,0.03073127,0,67.44409835,418.68877647718
213,814,2019-20,Jharkhand,ER,5981.50158928,994.993700629,282.907128168,19773.070350340,127.869014,1003.419932772,193.905269,0,432.288954,28789.955938189
214,764,2020-21,Gujarat,WR,16510.222551086,4314.3622247171,14606.241488809,62086.196642033,152.0521422106,433.2099,12663.817014,2108.357029,362.34458,113236.80357185
215,765,2020-21,Madhya Pradesh,WR,16790.805273398,3370.1350751509,1291.3726508932,18827.899699,470.43807787119,1806.89,25645.523744196,1378.9891891854,952.34525625186,70534.398965947
216,766,2020-21,Maharashtra,WR,30193.00687,9546.776545833,9880.6505780000,42391.541956263,1863.2872745,1996.29224,33912.329999999,3047.28805636,1832.0864155,134663.25993645
217,767,2020-21,Daman & Diu,WR,138.236744,39.868,184.481438,1750.336752,5.523333,0,3.398798,2.457702,12.873395,2137.176162
218,768,2020-21,D & N Haveli,WR,149.28127370540,32.651062,193.094585,4921.258125,2.4452881161373,0,4.85285,5.152856,0,5308.7360398215
219,769,2020-21,Goa,WR,1265.681089,424.679619,106.122199,2472.211894,26.288953,0,31.250415999999,0,36.184119,4362.418289
220,770,2020-21,Andhra Pradesh,SR,17477.786818734,3051.1683427699,2280.0922468208,21925.645897616,214.6586715854,1399.210588,9368.7318911324,630.92180799999,3066.1647392736,59414.381003932
221,763,2020-21,Chhattisgarh,WR,6447.31905,1419.512045,609.665427,32421.995124,98.47,908.452044,5902.811392,460.717636,0,48268.942718000
222,762,2020-21,Uttarakhand,NR,3207.307103,1337.352,261.223,6310.3260244252,53.266050000000,25.1,189.988,498.45328099999,210,12093.015458425
223,761,2020-21,Uttar Pradesh,NR,43955.074,6285.629,3985.687,22303.806318498,732.82199999999,1424.2,18931.272,1637.922,6395.683,105652.09531849
224,760,2020-21,Rajasthan,NR,14257.927681,4092.87421,2113.692135,20893.085490203,339.07406,231.5,28525.478651,2584.75563,1205.702081,74244.089938203
225,759,2020-21,Punjab,NR,15324,3465,3130,15206.800716525,210,122.8,13092.85,0,2354.1,52905.550716525
226,758,2020-21,Jammu & Kashmir,NR,4887.709,1707.244918,238.226275,926.64001095789,127.03,9.4,361.568,779.5929,948.171308,9985.5824119578
227,757,2020-21,Himachal Pradesh,NR,2356.535,518.424,85.027,4824.0326784315,10.479,0,72.639,602.924,301.857,8771.9176784315
228,756,2020-21,Haryana,NR,11970.236435,4005.993197,2045.8844045,14142.991788819,168.008906,286,10087.495024,1148.4073618455,1473.621738,45328.638855165
229,755,2020-21,Delhi,NR,16439.518254055,5314.0698269469,2341.121573805,478.75541778096,328.086940168,77.5,39.443881666,644.36544818800,657.00233691146,26319.863679521
230,784,2020-21,Assam,NER,3784.9773021697,1099.7327550882,120.11962386222,2910.3491452480,18.65116683,0,39,80.3786880845,642.69989843149,8695.9085797141
231,771,2020-21,Telangana,SR,12806.966329449,4843.0691261268,1228.2776961373,14256.601672761,342.22336361754,567.4773208,22260.113995344,980.71760389557,3619.8898121447,60905.336920277
232,772,2020-21,Karnataka,SR,15668.554896722,6759.4694416039,1913.2014041059,21193.534864012,1036.90047483,90.221565,22337.190516228,3814.1844917799,1421.4503269125,74234.707981196
233,789,2020-21,Tripura,NER,588.22099645917,71.999437523089,17.393004227991,26.051583151323,46.066096209360,0,37.995245941043,75.948488168074,118.65610931994,982.330961
234,788,2020-21,Nagaland,NER,390.03,85.150000000000,63.35,0,20.94,0,0,10.41,112.69,682.56999999999
235,787,2020-21,Mizoram,NER,276.241422,52.715092,4.058459,5.540467,2.113575,0,0.163135,82.450034,30.255228,453.537412
236,786,2020-21,Meghalaya,NER,500.008338446,81.580099038750,4.55310499512,666.36297507000,0.55,0,0.142179,38.937725379999,84.042343871,1376.1767658008
237,785,2020-21,Manipur,NER,429.03,75.819999999999,18.9,11.72,5.13,0,7.08,21.07,82.55,651.3
238,783,2020-21,Arunachal Pradesh,NER,188.86154764,53.714572,1.313037,126.1976884,10.3222,0,0.772494,9.319374,14.60860034,405.10951338
239,782,2020-21,A & N Islands,ER,148.06013,49.21062,9.164736,0,6.488527,0,1.112689,0,31.089853,245.126555
240,781,2020-21,Sikkim,ER,115.38,30,2.2,242.58,0.3,0,0,0,24.31,414.77
241,780,2020-21,West Bengal,ER,17536.058347,5455.581977556,2142.086928892,19332.728254064,706.335692,1344.230678,1332.23,1033.234,3256.612981,52139.098858512
242,779,2020-21,Odisha,ER,8420.2078742195,2157.6723129743,405.45786798688,59113.997727586,240.370377,1330.3,644.65840732838,329.46863098690,1056.103018,73698.236216082
243,778,2020-21,Jharkhand,ER,6475.167434,1033.019136,309.91435499999,18130.047987,87.35860414,825.93692,203.60053245,0,608.17000000000,27673.21496859
244,777,2020-21,Bihar,ER,15045.49164784,2396.13965314,807.96460256,3268.41890652,83.9374717,1056.1,1149.2956346,216.21876948,590.6369909,24614.20367674
245,776,2020-21,Lakshadweep,SR,40.347579,11.471602,0.371144,0,0.817116,0,0,0,0.094223,53.101664
246,775,2020-21,Puducherry,SR,842.42999999999,189.33,164.94,1432.4112590958,23.23,0,68.569999999999,0,14.5,2735.4112590958
247,774,2020-21,Tamil Nadu,SR,32721.9,8976.93439072,9332.12571665,31073.292036425,1291.89,564.5,13974.676133,1291.89,2926.06457517,102153.27285196
248,773,2020-21,Kerala,SR,12765.35023315,4267.6231652700,1144.9873619859,3841.1333280863,379.74669930000,168.694773,412.0184,0.251,534.29254524000,23514.097506032
249,754,2020-21,Chandigarh,NR,695.0048,334.309,120.3378,98.393862957765,12.14,0,1.366,53.785,38.266000000000,1353.6024629577
